Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis
Aspartate racemase (EC 5.1.1.13)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Pyruvate,phosphate dikinase (EC 2.7.9.1)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Citrate synthase (si) (EC 2.3.3.1)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Aconitate hydratase (EC 4.2.1.3)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Glutamate synthase [NADH] (EC 1.4.1.14)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Arginase (EC 3.5.3.1)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Ornithine aminotransferase (EC 2.6.1.13)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Aspartate aminotransferase (EC 2.6.1.1)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
L-3-cyanoalanine synthase (EC 4.4.1.9)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
3-cyanoalanine hydratase (4.2.1.65)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Cyanoalanine nitrilase (EC 3.5.5.4)	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine, glutamate, aspartate, asparagine metabolism in plants
Competence protein F homolog, phosphoribosyltransferase domain	Stress Response	Oxidative stress	Glutaredoxins
Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin 1	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin 2	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin 3	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin 3 (Grx1)	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin 3 (Grx2)	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin 3 (Grx3)	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib	Stress Response	Oxidative stress	Glutaredoxins
Glutaredoxin-related protein	Stress Response	Oxidative stress	Glutaredoxins
Probable monothiol glutaredoxin GrlA	Stress Response	Oxidative stress	Glutaredoxins
Uncharacterized monothiol glutaredoxin ycf64-like	Stress Response	Oxidative stress	Glutaredoxins
Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66)	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Glycosyltransferase MshA involved in mycothiol biosynthesis (EC 2.4.1.-)	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Maleylpyruvate isomerase, mycothiol-dependent (EC 5.2.1.4)	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Mycothiol S-conjugate amidase Mca	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase MshB	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
NADPH-dependent mycothiol reductase Mtr	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
S-nitrosomycothiol reductase MscR	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Uncharacterized protein Rv0487/MT0505 clustered with mycothiol biosynthesis gene	Stress Response	Oxidative stress	Glutathione analogs: mycothiol
Glutathione-dependent formaldehyde-activating enzyme (EC 4.4.1.22)	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification
S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification
S-formylglutathione hydrolase (EC 3.1.2.12)	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification
Uncharacterized protein YaiN in in formaldehyde detoxification operon	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification
Transcriptional regulator, LysR family, in formaldehyde detoxification operon	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification
2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Cobalt-zinc-cadmium resistance protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Cyclic AMP receptor protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
ElaA protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Fatty acid desaturase (EC 1.14.19.1)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Glutathione-regulated potassium-efflux system ATP-binding protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Glutathione-regulated potassium-efflux system ancillary protein KefF	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Glutathione-regulated potassium-efflux system ancillary protein KefG	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Glutathione-regulated potassium-efflux system protein KefB	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Glutathione-regulated potassium-efflux system protein KefC	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Glutathione-regulated potassium-efflux system protein KefKL	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Kup system potassium uptake protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Large-conductance mechanosensitive channel	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
OsmC/Ohr family protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Phosphoribulokinase (EC 2.7.1.19)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Potassium efflux system YjeP	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Potassium efflux system f786	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Protein SlyX	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Putative cytoplasmic protein ,probably associated with Glutathione-regulated potassium-efflux	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Rhodanese-like domain protein	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Rubredoxin-NAD(+) reductase (EC 1.18.1.1)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
Trk system potassium uptake protein TrkA	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
diguanylate cyclase (GGDEF domain) with PAS/PAC sensor	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
putative Glutathione-regulated potassium-efflux system protein KefB	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
tRNA 5-methylaminomethyl-2-thiouridine synthase TusC	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	Potassium metabolism		Glutathione-regulated potassium-efflux system and associated functions
5-oxoprolinase (EC 3.5.2.9)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Glutamate--cysteine ligase (EC 6.3.2.2)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Glutamate--cysteine ligase (EC 6.3.2.2), divergent, of Alpha- and Beta-proteobacteria type	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Glutamate--cysteine ligase archaeal (EC 6.3.2.2)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Glutathione biosynthesis bifunctional protein gshF (EC 6.3.2.2)(EC 6.3.2.3)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Glutathione synthetase (EC 6.3.2.3)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Predicted alternative glutathione synthetase (EC 6.3.2.3)	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Putative exported protein clustered with Gamma-glutamyltranspeptidase	Stress Response	Oxidative stress	Glutathione: Biosynthesis and gamma-glutamyl cycle
Distant similarity with leukotriene C4 synthase (microsomal glutathione S-transferase)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase family protein	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, Streptococcal type (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, alpha (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, delta (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, omega (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, phi (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, theta (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, unnamed subgroup 2 (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione S-transferase, zeta (EC 2.5.1.18)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Lactoylglutathione lyase (EC 4.4.1.5)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Phytochelatin synthase (EC 2.3.2.15), bacterial type	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Phytochelatin synthase (EC 2.3.2.15), eukaryotic type	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Probable glutathione S-transferase (EC 2.5.1.18), YfcG homolog	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
SAM-dependent methyltransferase 2, in cluster with Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Similar to Hydroxyacylglutathione hydrolase, but in an organism lacking glutathione biosynthesis	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Uncharacterized GST-like protein yghU associated with glutathionylspermidine synthetase/amidase	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Uncharacterized GST-like protein yibF	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Uncharacterized GST-like protein yncG	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Uncharacterized glutathione S-transferase-like protein	Stress Response	Oxidative stress	Glutathione: Non-redox reactions
Glutathione reductase (EC 1.8.1.7)	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutathione peroxidase (EC 1.11.1.9)	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin 1	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin 2	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin 3	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin 3 (Grx1)	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin 3 (Grx2)	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin 3 (Grx3)	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin	Stress Response	Oxidative stress	Glutathione: Redox cycle
Uncharacterized monothiol glutaredoxin ycf64-like	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib	Stress Response	Oxidative stress	Glutathione: Redox cycle
Glutathionylspermidine amidohydrolase (EC 3.5.1.78)	Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione
Glutathionylspermidine synthase (EC 6.3.1.8)	Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione
Similarity with glutathionylspermidine synthase (EC 6.3.1.8), group 1	Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione
Similarity with glutathionylspermidine synthase (EC 6.3.1.8), group 2	Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione
Uncharacterized GST-like protein yghU associated with glutathionylspermidine synthetase/amidase	Stress Response	Oxidative stress	Glutathionylspermidine and Trypanothione
Glycerate kinase (EC 2.7.1.31)	Carbohydrates	Organic acids	Glycerate metabolism
D-glycerate 2-kinase (EC 2.7.1.-)	Carbohydrates	Organic acids	Glycerate metabolism
D-glycerate 3-kinase (EC 2.7.1.31), plant type	Carbohydrates	Organic acids	Glycerate metabolism
Serine--glyoxylate aminotransferase (EC 2.6.1.45)	Carbohydrates	Organic acids	Glycerate metabolism
Hydroxypyruvate reductase (EC 1.1.1.81)	Carbohydrates	Organic acids	Glycerate metabolism
Tartrate decarboxylase (EC 4.1.1.73)	Carbohydrates	Organic acids	Glycerate metabolism
Glyoxylate carboligase (EC 4.1.1.47)	Carbohydrates	Organic acids	Glycerate metabolism
2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	Carbohydrates	Organic acids	Glycerate metabolism
Hydroxypyruvate isomerase (EC 5.3.1.22)	Carbohydrates	Organic acids	Glycerate metabolism
2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)	Carbohydrates	Organic acids	Glycerate metabolism
D-glycerate transporter (predicted)	Carbohydrates	Organic acids	Glycerate metabolism
Pyruvate kinase (EC 2.7.1.40)	Carbohydrates	Organic acids	Glycerate metabolism
Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate transporter	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol uptake operon antiterminator regulatory protein	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol uptake facilitator protein	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol kinase (EC 2.7.1.30)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate regulon repressor, DeoR family	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
GlpG protein (membrane protein of glp regulon)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Alpha-glycerophosphate oxidase (EC 1.1.3.21)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
NADH peroxidase (EC 1.11.1.1)	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Probable glycerol transport protein	Carbohydrates	Sugar alcohols	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol uptake facilitator protein	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Dihydroxyacetone kinase, ATP-dependent (EC 2.7.1.29)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), cobalamin synthesis	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), glycolate utilization	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), glycerol fermentation	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerol dehydratase large subunit (EC 4.2.1.30)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerol dehydratase medium subunit (EC 4.2.1.30)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerol dehydratase small subunit (EC 4.2.1.30)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerol dehydratase reactivation factor large subunit	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerol dehydratase reactivation factor small subunit	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
1,3-propanediol dehydrogenase (EC 1.1.1.202)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerol dehydrogenase (EC 1.1.1.6)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), propanediol utilization	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol dehydratase large subunit (EC 4.2.1.28)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol dehydratase medium subunit (EC 4.2.1.28)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol dehydratase small subunit (EC 4.2.1.28)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol dehydratase reactivation factor large subunit	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol dehydratase reactivation factor small subunit	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
CoA-acylating propionaldehyde dehydrogenase	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol diffusion facilitator	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Propanediol utilization protein PduM	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)	Carbohydrates	Sugar alcohols	Glycerol fermentation to 1,3-propanediol
Glycerate kinase (EC 2.7.1.31)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Aldehyde dehydrogenase (EC 1.2.1.3)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Aldehyde dehydrogenase B (EC 1.2.1.22)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Alcohol dehydrogenase (EC 1.1.1.1)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Glycerol kinase (EC 2.7.1.30)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Phosphate:acyl-ACP acyltransferase PlsX	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Acyl carrier protein	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Dihydroxyacetone kinase family protein	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Diacylglycerol kinase (EC 2.7.1.107)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria
